taskType,dependencyCount,retryCount,workflowSize,previousDuration,actualDuration
EMAIL,4,2,4,29.23,41.93
REST,2,0,9,7.89,13.72
DATABASE,3,1,4,8.52,21.73
FILE,3,2,8,21.51,33.87
DATABASE,2,0,19,6.7,20.35
DATABASE,1,1,4,4.44,14.0
EMAIL,1,2,16,24.41,35.13
FILE,2,0,6,8.53,13.4
REST,3,0,10,11.43,19.85
FILE,2,3,10,25.55,38.36
EMAIL,0,2,4,27.6,34.05
COMPUTE,5,0,6,25.92,44.63
DATABASE,3,0,20,25.42,39.45
DATABASE,1,1,18,24.3,39.21
DATABASE,0,1,11,9.26,18.21
REST,4,1,16,20.16,32.98
EMAIL,3,0,18,14.98,23.01
EMAIL,4,1,9,27.61,37.68
REST,3,1,16,2.74,16.65
REST,3,3,19,19.61,36.66
DATABASE,3,2,20,26.94,46.25
FILE,0,1,12,9.02,16.2
EMAIL,5,3,20,27.37,47.83
EMAIL,3,0,16,21.65,29.53
DATABASE,1,0,11,14.35,26.11
COMPUTE,4,3,3,6.7,28.95
EMAIL,5,2,5,29.07,42.64
REST,4,3,19,15.08,32.87
FILE,1,1,14,25.81,33.69
REST,4,0,20,29.01,42.43
COMPUTE,0,3,8,17.05,35.31
DATABASE,3,2,17,25.36,45.82
DATABASE,3,2,5,9.33,23.61
FILE,4,3,16,20.12,38.25
FILE,2,2,20,20.08,32.16
COMPUTE,3,3,8,13.57,33.36
DATABASE,0,1,6,14.23,21.88
COMPUTE,1,0,13,14.07,27.01
EMAIL,0,1,16,2.41,9.42
EMAIL,4,3,9,1.03,15.35
EMAIL,4,2,19,21.12,35.06
DATABASE,3,1,20,3.0,20.1
EMAIL,3,3,4,26.89,37.46
REST,1,2,14,15.48,27.48
DATABASE,5,1,8,8.74,27.15
DATABASE,3,2,13,5.63,23.24
FILE,4,0,13,16.99,26.69
DATABASE,2,1,12,29.5,43.87
DATABASE,3,2,8,13.11,29.26
FILE,1,3,5,29.17,39.42
DATABASE,2,2,8,6.42,20.34
FILE,2,3,3,26.1,35.66
COMPUTE,1,3,17,5.41,27.07
COMPUTE,0,2,19,20.34,38.93
COMPUTE,1,0,14,13.52,28.99
FILE,0,0,18,19.81,24.61
EMAIL,1,3,13,29.77,39.5
EMAIL,2,1,8,28.1,34.24
REST,2,1,16,3.62,13.62
FILE,0,3,15,2.17,12.15
FILE,3,1,11,4.89,16.46
DATABASE,1,3,12,11.98,26.39
DATABASE,3,3,11,15.25,32.8
DATABASE,1,3,20,22.11,42.55
REST,2,2,13,8.21,23.06
REST,4,3,17,17.72,35.76
COMPUTE,1,2,17,19.65,39.11
DATABASE,4,0,14,1.57,16.8
REST,5,3,10,21.22,37.74
DATABASE,1,1,18,21.59,35.07
COMPUTE,3,2,20,27.28,48.61
EMAIL,2,1,13,6.67,16.71
FILE,3,3,16,4.97,18.88
REST,4,1,7,3.8,17.35
DATABASE,3,3,16,9.74,31.72
EMAIL,5,1,17,10.81,23.95
FILE,1,3,17,3.55,17.59
FILE,0,2,6,11.74,16.6
FILE,5,2,9,26.64,42.46
FILE,2,0,16,17.87,26.18
REST,4,1,16,10.43,25.34
FILE,2,3,9,20.27,32.72
EMAIL,0,1,8,12.23,18.22
FILE,2,3,19,9.34,23.18
REST,2,1,10,27.22,36.86
DATABASE,3,0,8,12.32,24.61
COMPUTE,0,2,20,20.79,36.88
REST,2,0,19,23.96,33.13
FILE,4,3,19,8.3,24.41
DATABASE,2,3,9,1.53,19.48
FILE,3,2,16,27.23,41.74
DATABASE,1,3,13,6.97,22.14
DATABASE,4,0,3,26.05,38.12
DATABASE,0,0,19,23.82,33.42
EMAIL,4,3,19,15.81,32.84
EMAIL,0,1,16,6.64,15.31
COMPUTE,4,1,8,15.57,35.48
EMAIL,1,1,6,3.46,10.56
COMPUTE,2,2,17,1.64,22.09
REST,3,1,10,7.5,20.28
FILE,4,1,7,4.14,14.19
FILE,2,0,17,13.75,23.74
DATABASE,2,3,11,24.59,40.34
EMAIL,3,1,4,7.71,16.2
FILE,1,2,5,27.96,36.48
DATABASE,5,1,11,13.76,32.15
DATABASE,2,3,8,7.38,23.96
DATABASE,1,2,10,7.06,18.69
REST,4,1,11,18.83,30.14
DATABASE,5,3,16,17.96,40.51
FILE,2,3,12,13.97,26.09
REST,1,3,11,24.47,38.99
DATABASE,3,3,16,21.41,40.04
DATABASE,4,0,15,2.67,18.07
EMAIL,5,1,10,20.93,32.28
FILE,2,0,18,11.76,19.69
REST,5,2,7,1.41,17.42
COMPUTE,0,1,13,13.6,29.0
DATABASE,4,3,8,18.81,37.26
COMPUTE,0,0,5,28.73,37.39
REST,2,2,4,19.11,28.64
COMPUTE,1,0,16,13.16,29.22
COMPUTE,2,1,7,13.02,28.51
DATABASE,1,0,4,23.39,32.17
FILE,5,0,10,24.96,34.91
EMAIL,5,3,3,1.36,14.0
DATABASE,2,0,7,8.91,20.42
DATABASE,3,3,20,15.48,36.71
DATABASE,4,3,11,26.3,45.35
COMPUTE,1,1,8,25.52,41.38
REST,5,1,4,16.45,30.71
COMPUTE,3,3,14,19.28,41.63
REST,4,0,15,23.6,35.26
FILE,0,2,15,26.08,33.16
REST,1,1,8,13.41,20.82
REST,1,1,7,28.28,37.44
EMAIL,1,0,16,7.43,15.16
FILE,1,2,8,29.89,37.78
COMPUTE,0,2,5,10.66,22.98
REST,1,2,19,7.99,20.27
DATABASE,5,3,3,3.22,23.64
REST,3,1,18,10.42,23.88
COMPUTE,0,3,7,5.81,22.9
FILE,2,3,14,25.91,39.53
DATABASE,0,2,4,6.89,18.07
DATABASE,1,3,17,18.35,36.18
DATABASE,4,3,11,26.16,45.78
EMAIL,0,1,18,7.43,16.69
COMPUTE,1,1,16,25.92,40.32
COMPUTE,0,3,6,4.32,19.61
EMAIL,3,0,8,24.91,33.24
REST,4,3,14,17.77,37.49
DATABASE,2,1,4,7.54,18.86
COMPUTE,4,2,13,19.63,40.66
REST,4,1,17,13.36,28.47
COMPUTE,1,3,13,25.18,44.25
DATABASE,2,3,8,12.23,26.98
DATABASE,3,2,12,2.73,19.61
FILE,4,1,8,18.14,29.47
COMPUTE,4,3,3,23.05,43.15
EMAIL,2,0,5,20.6,24.21
FILE,5,3,19,15.65,36.16
DATABASE,4,3,18,6.25,29.56
REST,4,0,15,16.69,28.1
EMAIL,0,1,4,18.62,20.19
EMAIL,4,3,8,3.94,18.12
REST,0,2,10,28.72,37.07
DATABASE,5,1,19,23.91,45.41
REST,2,1,15,12.15,21.76
DATABASE,0,3,17,17.86,33.8
REST,5,1,7,20.63,35.76
DATABASE,4,3,19,4.1,24.81
COMPUTE,1,2,8,5.42,21.6
DATABASE,1,3,19,17.0,35.09
COMPUTE,4,2,3,15.72,36.3
EMAIL,2,2,6,9.08,18.55
REST,0,2,15,13.45,23.51
EMAIL,3,1,15,12.59,23.98
REST,5,1,18,21.61,39.44
COMPUTE,2,1,13,14.76,32.96
REST,5,1,20,28.67,44.87
DATABASE,2,1,7,15.62,26.16
EMAIL,4,1,20,16.49,31.16
DATABASE,0,2,19,27.45,40.76
REST,4,2,7,24.12,39.47
COMPUTE,5,2,19,17.46,42.15
EMAIL,2,3,10,14.34,26.73
EMAIL,5,3,6,11.94,25.86
DATABASE,0,0,16,6.67,17.93
EMAIL,3,1,10,3.5,14.17
COMPUTE,1,1,12,14.14,29.66
COMPUTE,2,1,16,4.33,21.75
DATABASE,4,3,10,17.13,35.84
FILE,3,0,17,20.93,31.75
REST,5,0,16,16.09,32.19
EMAIL,2,2,9,24.98,34.85
COMPUTE,1,0,6,10.3,23.24
EMAIL,0,1,4,24.87,29.63
FILE,2,0,6,26.27,29.91
COMPUTE,0,0,3,9.17,18.45
REST,4,0,8,22.77,34.56
FILE,0,1,13,13.55,20.88
COMPUTE,2,3,5,10.68,28.51
FILE,4,1,5,18.81,27.67
COMPUTE,1,2,9,27.42,43.47
DATABASE,5,0,19,9.31,27.57
FILE,4,3,19,22.07,41.69
REST,0,3,11,13.49,26.49
COMPUTE,0,1,19,14.96,29.67
REST,1,2,5,9.46,17.88
EMAIL,2,2,3,13.7,19.76
REST,5,0,18,2.38,18.12
EMAIL,3,0,5,20.36,27.38
COMPUTE,2,0,6,2.02,14.15
REST,1,3,6,24.69,37.76
COMPUTE,0,3,20,23.45,44.59
DATABASE,2,2,17,5.38,20.53
COMPUTE,2,2,15,18.79,37.2
COMPUTE,3,1,12,20.2,37.44
COMPUTE,0,1,12,17.37,30.87
REST,1,1,11,22.15,30.74
COMPUTE,3,3,16,27.33,50.79
DATABASE,2,2,9,18.65,34.19
REST,1,1,6,21.13,28.28
COMPUTE,2,0,11,5.23,19.7
DATABASE,0,1,13,19.97,32.29
COMPUTE,2,0,6,17.09,31.36
REST,4,2,18,5.69,21.28
FILE,4,3,4,19.89,31.96
COMPUTE,4,1,7,28.65,44.81
COMPUTE,2,2,5,8.61,23.91
EMAIL,3,1,4,27.42,37.04
DATABASE,2,3,11,8.85,27.28
FILE,0,0,16,22.11,25.52
REST,3,0,17,8.48,21.76
REST,4,3,5,5.53,20.21
COMPUTE,4,1,8,6.99,23.6
DATABASE,5,2,15,21.71,41.7
REST,0,0,4,9.53,10.96
EMAIL,3,3,20,18.28,35.62
DATABASE,4,1,6,12.97,29.23
EMAIL,2,1,12,28.83,36.73
FILE,3,1,4,28.34,34.32
FILE,1,2,17,21.51,30.77
EMAIL,3,0,13,6.74,16.48
FILE,1,3,7,29.11,38.55
COMPUTE,0,0,6,11.26,20.84
FILE,5,1,13,25.45,37.29
DATABASE,3,2,8,18.72,35.66
REST,0,0,17,5.48,12.51
COMPUTE,0,2,11,10.84,24.17
REST,2,3,8,12.78,25.01
FILE,1,2,5,29.67,37.69
FILE,5,1,10,9.74,24.07
EMAIL,3,0,3,23.82,28.87
DATABASE,0,3,11,10.88,25.28
COMPUTE,3,1,5,27.8,45.29
DATABASE,1,3,16,21.14,38.43
FILE,5,1,13,3.5,15.09
REST,1,0,12,22.86,31.77
FILE,4,2,8,2.05,15.29
FILE,2,3,12,15.51,26.52
REST,4,1,16,17.43,31.08
COMPUTE,3,2,16,23.58,46.86
REST,0,3,18,19.2,34.4
REST,2,2,3,5.65,14.47
EMAIL,1,0,15,9.98,15.73
COMPUTE,1,1,11,12.96,26.59
EMAIL,5,1,10,19.34,32.74
DATABASE,4,0,18,26.94,43.23
COMPUTE,3,2,11,4.24,22.14
EMAIL,3,1,10,24.3,32.9
COMPUTE,5,1,10,9.82,31.29
COMPUTE,3,2,9,17.24,36.88
EMAIL,3,3,9,4.51,16.21
COMPUTE,5,3,17,26.04,53.0
EMAIL,3,0,7,18.46,26.21
COMPUTE,2,0,5,18.99,29.58
EMAIL,3,1,12,8.84,20.45
REST,0,0,16,15.5,22.19
EMAIL,0,1,17,2.63,11.03
DATABASE,3,2,15,22.4,41.52
COMPUTE,1,1,9,9.15,22.47
COMPUTE,0,3,14,20.37,39.08
FILE,4,1,15,23.0,35.99
COMPUTE,3,0,14,24.85,43.06
EMAIL,0,2,15,14.86,24.2
EMAIL,3,0,10,14.21,19.86
REST,4,1,12,1.81,15.97
EMAIL,2,2,7,3.36,13.68
DATABASE,5,0,16,11.75,29.95
COMPUTE,5,3,16,11.07,38.18
EMAIL,5,3,8,7.17,22.8
EMAIL,4,3,3,17.32,30.97
REST,2,2,3,8.33,19.61
FILE,3,0,5,15.32,21.11
DATABASE,4,3,17,17.3,40.52
FILE,2,1,17,19.71,30.44
DATABASE,3,1,4,25.16,38.97
COMPUTE,5,1,7,26.0,46.55
EMAIL,2,1,12,7.27,13.96
EMAIL,1,0,14,12.24,19.44
EMAIL,3,2,15,25.93,40.77
FILE,4,2,15,19.14,32.73
COMPUTE,2,2,4,13.23,28.59
FILE,3,1,5,19.37,28.74
EMAIL,2,3,10,2.34,12.68
EMAIL,5,2,14,27.21,41.53
EMAIL,3,2,15,2.61,14.6
FILE,3,2,16,29.18,43.35
COMPUTE,4,3,5,27.27,47.32
EMAIL,4,0,7,17.44,26.11
FILE,3,3,3,16.35,26.89
DATABASE,1,1,16,8.76,22.1
FILE,0,0,10,4.9,8.15
DATABASE,5,1,16,7.25,24.92
DATABASE,2,0,9,8.61,19.05
EMAIL,1,3,9,13.78,23.79
COMPUTE,2,1,4,24.38,40.27
REST,2,3,9,21.9,35.56
DATABASE,1,0,15,19.17,28.24
EMAIL,2,1,10,10.35,19.06
DATABASE,4,2,12,12.38,29.31
DATABASE,2,2,4,3.6,16.1
FILE,2,3,12,8.78,20.82
EMAIL,5,2,18,22.6,38.32
REST,3,0,18,17.54,27.57
REST,3,2,12,28.91,41.99
DATABASE,0,3,5,5.79,17.61
COMPUTE,5,2,7,13.08,35.57
DATABASE,0,3,4,16.57,27.79
EMAIL,1,2,6,28.97,37.18
DATABASE,3,0,13,4.83,18.09
DATABASE,3,3,10,18.54,36.32
EMAIL,0,1,20,5.46,12.99
EMAIL,0,0,3,2.84,3.61
REST,5,1,19,20.0,38.58
EMAIL,5,2,19,12.16,31.24
FILE,5,0,20,16.07,30.33
COMPUTE,3,3,11,20.93,44.45
COMPUTE,0,0,3,11.09,21.55
FILE,4,3,10,3.17,19.35
DATABASE,1,1,3,22.8,30.5
FILE,3,3,7,13.06,27.09
DATABASE,5,3,14,12.83,34.4
EMAIL,2,3,12,21.17,34.58
DATABASE,4,2,5,10.43,27.3
EMAIL,0,1,17,22.64,28.33
DATABASE,1,1,6,5.01,15.87
EMAIL,4,1,4,21.07,28.34
FILE,5,3,8,11.78,26.39
DATABASE,0,0,13,20.48,27.64
DATABASE,0,0,17,15.22,23.58
REST,4,3,20,18.37,38.66
COMPUTE,2,3,13,13.27,35.6
EMAIL,5,3,6,17.92,32.87
COMPUTE,0,1,12,15.79,30.99
REST,0,3,14,4.35,16.23
REST,1,3,17,8.03,24.44
FILE,4,3,9,19.83,35.98
FILE,5,2,5,17.8,32.19
REST,4,2,4,2.77,16.43
COMPUTE,1,2,5,14.93,31.3
COMPUTE,2,3,8,20.13,37.58
DATABASE,5,2,19,17.37,38.19
EMAIL,5,2,3,29.16,42.76
EMAIL,5,0,8,26.96,38.13
EMAIL,1,3,19,24.13,36.64
EMAIL,1,2,6,4.25,9.7
COMPUTE,2,3,18,21.1,45.34
DATABASE,5,3,20,27.55,50.19
COMPUTE,4,1,4,28.01,47.09
EMAIL,5,3,18,19.17,37.41
COMPUTE,2,2,8,7.69,26.69
FILE,0,0,15,14.77,18.04
DATABASE,0,1,10,14.59,25.71
FILE,0,2,9,20.34,25.87
COMPUTE,1,1,14,8.25,23.12
REST,5,0,16,4.66,17.81
REST,3,1,15,16.23,28.26
REST,4,1,8,13.09,26.98
COMPUTE,2,2,17,14.68,34.39
DATABASE,0,2,8,26.91,39.15
REST,3,2,16,6.45,21.09
EMAIL,4,1,16,21.24,35.62
REST,3,0,7,7.42,14.45
COMPUTE,5,1,5,29.33,47.02
COMPUTE,4,0,3,3.95,20.79
REST,4,2,13,14.15,29.42
EMAIL,5,1,4,3.5,14.22
REST,0,1,3,15.13,20.93
REST,0,3,12,7.04,16.78
REST,1,3,9,15.55,29.34
EMAIL,4,3,7,11.52,24.15
FILE,0,2,20,18.6,28.06
EMAIL,5,0,10,18.52,27.48
COMPUTE,4,3,18,7.92,31.32
FILE,2,1,7,26.96,35.12
COMPUTE,0,0,10,4.29,15.79
REST,4,2,11,5.21,22.26
FILE,0,2,17,17.9,27.06
EMAIL,4,3,9,26.39,42.56
COMPUTE,2,0,7,26.24,39.43
FILE,3,0,11,12.54,19.56
FILE,4,2,12,13.02,25.19
COMPUTE,3,0,13,19.81,36.66
EMAIL,1,1,4,28.17,34.81
EMAIL,2,0,6,16.55,21.68
FILE,2,1,16,18.41,28.57
REST,1,0,9,16.19,21.79
FILE,1,3,17,12.96,27.41
DATABASE,1,2,7,24.84,37.87
EMAIL,0,1,8,10.96,15.13
FILE,4,0,20,9.94,23.12
COMPUTE,5,1,15,5.22,26.81
COMPUTE,2,0,7,2.66,14.73
REST,1,2,15,3.41,16.17
FILE,4,0,15,12.81,24.15
FILE,4,0,17,6.09,17.06
EMAIL,2,3,7,29.03,38.93
REST,4,3,18,19.42,40.16
EMAIL,5,2,12,24.83,38.82
DATABASE,5,2,11,9.09,29.41
REST,1,1,5,6.37,13.8
EMAIL,0,2,7,10.32,16.67
COMPUTE,3,2,6,26.32,44.35
COMPUTE,5,3,4,11.53,35.06
DATABASE,2,1,12,4.31,17.82
FILE,5,0,9,6.24,17.55
DATABASE,4,1,16,14.29,30.8
EMAIL,3,3,8,15.04,29.7
COMPUTE,2,0,9,8.98,22.32
DATABASE,0,1,7,28.55,39.37
DATABASE,4,0,20,17.05,32.64
REST,0,2,18,22.82,35.94
FILE,0,0,12,13.56,18.82
EMAIL,1,2,17,9.88,19.24
COMPUTE,2,3,10,5.55,24.04
DATABASE,0,3,12,4.65,17.59
EMAIL,2,1,16,4.52,13.02
DATABASE,0,0,15,2.28,12.8
EMAIL,0,0,13,4.11,8.89
FILE,5,3,9,20.0,36.28
REST,2,1,7,2.45,13.41
COMPUTE,5,2,17,3.5,26.32
COMPUTE,3,0,14,28.41,45.1
EMAIL,4,0,16,20.3,31.09
REST,1,2,16,11.11,22.78
REST,0,1,19,5.22,14.63
FILE,2,1,16,1.11,11.93
REST,5,2,4,27.13,43.65
COMPUTE,1,2,20,8.84,28.42
FILE,0,3,11,29.07,38.74
DATABASE,4,1,5,28.36,42.89
REST,1,3,10,1.43,13.74
REST,2,1,16,11.54,24.52
COMPUTE,3,3,8,28.6,48.25
COMPUTE,1,3,13,1.81,21.04
DATABASE,1,1,16,24.48,36.88
EMAIL,5,2,13,28.13,44.41
COMPUTE,1,2,9,12.33,30.05
EMAIL,2,0,12,21.26,26.97
EMAIL,1,1,17,4.58,11.62
DATABASE,2,1,9,18.76,33.0
REST,0,3,11,17.98,28.0
COMPUTE,1,2,12,19.96,37.72
REST,0,0,9,3.74,8.91
DATABASE,4,3,6,28.34,45.21
FILE,1,2,4,26.13,31.0
EMAIL,5,0,5,29.16,38.69
EMAIL,5,3,3,3.93,18.13
DATABASE,3,3,13,27.31,44.74
COMPUTE,5,1,15,9.13,32.07
FILE,3,0,4,23.23,29.74
EMAIL,3,2,14,27.65,41.9
DATABASE,1,1,20,20.48,35.8
EMAIL,2,2,7,3.46,12.58
FILE,3,1,16,24.29,33.82
FILE,5,0,14,20.33,30.72
COMPUTE,1,0,17,15.24,31.57
REST,5,0,14,28.61,41.95
FILE,1,3,17,2.43,15.18
EMAIL,0,1,19,8.93,17.34
DATABASE,1,2,5,13.66,23.68
EMAIL,3,1,7,4.0,11.91
EMAIL,4,3,4,6.31,20.47
EMAIL,5,2,20,17.18,34.07
FILE,1,3,17,5.52,19.2
EMAIL,3,2,18,5.42,19.68
REST,5,0,8,5.65,17.74
DATABASE,0,1,14,12.3,21.83
EMAIL,2,2,8,9.62,18.11
COMPUTE,4,2,17,15.98,37.96
REST,4,0,15,23.39,34.97
EMAIL,1,0,10,9.18,14.91
FILE,0,0,10,25.21,27.52
FILE,5,1,18,25.86,40.37
FILE,0,2,17,11.09,21.61
REST,5,1,7,20.21,33.39
REST,3,0,3,1.11,9.37
REST,0,2,7,4.02,12.97
FILE,0,1,4,18.86,21.33
REST,0,0,8,24.02,29.13
EMAIL,5,0,9,15.56,26.96
DATABASE,4,3,7,9.57,29.59
FILE,4,3,20,13.19,32.84
FILE,5,3,20,3.56,21.89
FILE,0,3,4,2.93,8.76
DATABASE,1,2,10,14.99,27.02
COMPUTE,3,3,14,14.29,36.21
EMAIL,3,2,3,21.2,32.4
FILE,1,1,9,17.81,25.41
FILE,5,0,3,26.38,34.38
REST,1,1,13,24.75,33.53
REST,1,2,4,12.88,21.04
REST,1,3,4,25.09,35.14
EMAIL,4,1,4,28.91,40.09
COMPUTE,4,1,5,26.98,44.4
DATABASE,3,1,7,8.63,21.42
COMPUTE,5,3,10,16.02,39.66
DATABASE,2,0,19,12.3,24.12
REST,1,1,7,11.67,20.11
EMAIL,0,0,11,8.62,10.45
COMPUTE,3,3,4,4.91,25.36
REST,1,0,9,4.51,12.56
COMPUTE,1,3,14,13.58,32.85
REST,0,2,12,2.69,14.25
EMAIL,2,2,13,26.29,35.82
EMAIL,3,3,10,19.24,33.03
DATABASE,0,3,12,24.5,38.86
EMAIL,2,3,4,4.08,12.88
FILE,4,1,18,23.13,36.66
DATABASE,5,0,3,18.9,30.9
FILE,5,3,10,18.23,35.2
FILE,0,0,12,29.27,33.1
DATABASE,2,3,20,17.96,37.65
FILE,3,0,4,5.78,12.26
EMAIL,0,3,20,8.78,20.88
EMAIL,5,3,12,21.39,37.44
FILE,2,3,12,10.98,21.88
EMAIL,5,2,9,11.27,27.09
REST,0,3,13,15.77,28.86
FILE,4,2,16,10.71,26.05
COMPUTE,5,2,16,14.0,39.63
FILE,0,1,18,28.03,36.88
FILE,3,0,15,18.54,26.19
FILE,4,1,20,9.33,22.6
EMAIL,5,0,13,9.88,21.51
FILE,0,2,13,29.45,37.63
REST,1,1,19,6.2,19.31
REST,2,1,16,5.18,16.21
FILE,1,1,11,28.87,36.66
COMPUTE,0,1,3,28.38,38.76
REST,5,2,4,11.66,24.98
REST,5,2,13,5.9,24.57
COMPUTE,1,1,17,6.5,22.79
EMAIL,5,1,16,4.64,20.83
DATABASE,2,1,9,3.06,17.05
REST,5,1,16,6.98,23.63
FILE,0,2,11,13.34,19.05
FILE,3,1,14,10.85,22.97
FILE,3,1,7,16.14,23.8
REST,0,2,10,20.49,31.13
DATABASE,5,0,7,13.29,27.81
FILE,4,0,13,2.43,11.46
DATABASE,2,2,16,24.18,40.77
EMAIL,3,0,16,9.65,19.43
REST,0,0,15,4.62,10.99
DATABASE,3,0,8,27.48,39.46
DATABASE,4,3,17,11.07,32.38
REST,3,2,11,3.56,16.41
FILE,4,1,16,17.72,30.56
EMAIL,4,2,7,23.1,34.18
DATABASE,5,3,7,16.01,36.85
DATABASE,1,2,8,4.42,15.5
EMAIL,5,3,4,17.23,30.03
REST,5,0,10,7.86,18.52
COMPUTE,5,2,7,5.53,27.66
EMAIL,3,1,9,10.42,20.27
FILE,0,3,8,7.79,16.46
COMPUTE,1,1,6,25.78,38.49
FILE,1,3,10,15.83,28.32
EMAIL,2,0,6,10.35,15.39
DATABASE,3,3,11,28.81,48.02
FILE,2,0,17,17.91,24.55
EMAIL,2,3,4,7.68,18.18
FILE,3,1,15,22.55,33.09
FILE,4,2,14,4.26,17.72
DATABASE,3,0,11,2.2,14.23
COMPUTE,1,0,12,24.47,38.58
REST,5,3,5,6.05,21.07
COMPUTE,2,3,4,8.08,27.93
COMPUTE,3,0,4,12.27,27.81
COMPUTE,4,1,17,17.81,38.1
DATABASE,2,1,17,26.22,40.01
DATABASE,4,0,18,26.44,44.16
DATABASE,3,1,5,23.43,37.31
DATABASE,4,1,9,12.88,30.34
REST,5,0,16,8.07,22.83
REST,3,3,11,20.75,37.49
DATABASE,0,2,8,25.45,38.45
EMAIL,3,2,6,7.99,16.47
COMPUTE,1,0,9,3.72,17.88
REST,0,3,10,4.36,15.88
FILE,1,2,4,14.9,22.76
DATABASE,1,0,9,26.07,35.84
DATABASE,3,0,11,10.76,24.11
FILE,3,0,4,22.22,28.36
EMAIL,5,1,19,5.68,20.96
REST,0,3,16,23.79,37.72
COMPUTE,2,3,11,20.68,39.55
COMPUTE,0,1,6,23.62,34.41
REST,4,2,15,24.28,42.22
REST,3,1,17,15.23,29.74
FILE,1,3,16,19.7,30.51
COMPUTE,0,1,19,17.25,31.01
FILE,4,1,9,20.12,29.02
DATABASE,2,1,12,4.54,19.54
DATABASE,0,0,16,20.79,30.96
COMPUTE,5,0,5,6.59,22.18
DATABASE,5,1,17,26.44,46.98
FILE,1,2,7,25.5,33.48
DATABASE,0,2,8,16.23,26.7
COMPUTE,4,3,5,1.08,23.54
DATABASE,2,1,17,17.45,33.54
EMAIL,2,3,16,11.02,24.71
EMAIL,4,2,6,1.11,14.35
REST,5,3,18,21.96,44.39
REST,0,3,19,14.34,29.34
COMPUTE,2,2,17,17.31,35.93
REST,1,2,20,1.56,16.18
REST,1,2,10,29.43,40.38
FILE,2,0,7,22.63,26.91
DATABASE,3,0,20,8.52,23.5
EMAIL,1,1,6,16.12,21.6
REST,5,0,14,14.32,26.12
FILE,2,3,19,29.35,44.45
DATABASE,2,0,15,3.44,17.88
REST,3,0,10,1.76,10.97
COMPUTE,5,3,20,15.63,42.4
EMAIL,4,2,10,23.2,35.95
FILE,4,1,3,20.52,30.16
FILE,4,2,19,20.41,37.08
COMPUTE,1,3,8,18.51,34.44
COMPUTE,3,3,17,27.32,49.17
REST,5,0,18,15.9,28.85
COMPUTE,5,3,10,9.91,33.13
COMPUTE,1,3,5,19.31,34.52
EMAIL,3,0,10,24.17,33.65
COMPUTE,5,2,18,14.27,40.56
DATABASE,2,1,3,9.26,22.12
REST,3,3,7,1.44,14.49
COMPUTE,4,2,14,23.16,46.42
REST,5,0,3,6.12,17.64
EMAIL,1,0,13,24.97,29.21
COMPUTE,1,0,3,3.21,14.73
EMAIL,5,0,7,17.14,28.61
FILE,1,2,16,12.94,23.81
EMAIL,4,2,8,11.59,23.13
FILE,2,3,16,25.79,39.8
COMPUTE,1,1,17,26.85,45.32
DATABASE,3,3,13,15.9,33.89
DATABASE,3,1,18,2.51,20.53
COMPUTE,5,0,16,8.89,29.5
REST,1,2,4,24.38,34.97
REST,3,3,8,25.24,39.03
REST,1,3,20,16.77,34.16
DATABASE,5,0,17,12.14,30.88
FILE,1,1,20,3.85,14.73
REST,3,3,13,23.36,40.52
DATABASE,5,1,3,2.89,19.7
DATABASE,0,3,14,19.15,33.15
REST,5,2,20,26.1,46.28
FILE,3,2,9,10.8,22.22
EMAIL,0,0,5,29.07,29.09
FILE,5,3,20,15.65,34.55
EMAIL,4,1,3,18.58,27.86
COMPUTE,5,3,11,13.48,37.78
FILE,1,1,12,12.7,21.1
REST,1,0,12,5.45,13.45
EMAIL,3,3,20,25.03,41.32
COMPUTE,1,2,19,13.61,31.18
COMPUTE,0,2,15,14.42,31.86
REST,3,3,3,29.77,44.14
EMAIL,0,3,14,7.53,18.29
COMPUTE,4,3,15,25.66,48.91
FILE,5,2,13,16.74,31.34
COMPUTE,0,1,16,23.71,37.08
REST,5,1,7,26.59,38.24
DATABASE,2,2,18,20.72,38.39
EMAIL,2,2,3,12.43,19.21
COMPUTE,4,0,18,11.04,29.09
FILE,2,0,11,9.19,13.81
REST,4,0,15,25.71,40.09
DATABASE,5,2,19,10.24,32.0
DATABASE,1,1,10,28.93,41.17
FILE,3,0,19,22.12,31.0
EMAIL,1,2,10,19.66,27.84
FILE,1,1,17,22.4,29.26
COMPUTE,4,2,5,5.03,24.61
COMPUTE,5,2,20,5.78,29.98
COMPUTE,4,1,18,2.96,26.12
DATABASE,1,1,16,29.3,43.88
COMPUTE,0,0,17,13.95,28.77
COMPUTE,0,0,5,23.58,33.73
REST,1,2,20,20.39,31.94
REST,3,1,5,21.52,33.06
DATABASE,4,3,3,28.96,48.67
COMPUTE,5,0,8,8.75,24.8
COMPUTE,2,3,9,20.89,40.19
REST,5,0,14,25.4,39.89
FILE,5,3,7,20.76,38.23
DATABASE,3,1,5,20.32,32.44
FILE,2,1,12,14.6,23.37
DATABASE,0,3,11,29.74,44.13
COMPUTE,4,3,9,28.17,51.7
EMAIL,4,2,16,16.33,33.03
REST,2,3,13,2.81,18.14
COMPUTE,5,2,14,5.39,27.7
FILE,5,2,9,4.94,20.37
DATABASE,0,2,14,3.42,14.63
REST,1,3,17,1.83,15.76
REST,3,2,18,8.25,24.65
FILE,2,2,7,6.64,17.3
DATABASE,0,3,3,12.8,22.99
FILE,0,0,16,2.82,8.69
